Id,UID,Type,IdPlan,TurnOn,Hacked,Traffic
11660,06689094-5b08-4f12-8b5e-300ed906f854,P,2,True,True,521841.89567727305
23021,067f666b-1d64-4971-9ecd-5a3b48c4395a,P,6,True,True,975125.3765876052
37222,0693fa7e-a04e-4536-9192-d23ce23ee1a8,J,12,True,True,5378863.227476163
10286,06a5e32d-8cc9-45ac-af66-ea8143a2fe95,P,2,True,True,425378.4610665069
15892,06b01f26-d3e8-4654-b7ff-f1fa3aef8ee7,J,12,True,True,955770.9379643122
24200,06bf5c85-d3ae-4698-91b9-c068fdd3b3dc,P,1,True,True,180785.61254019293
17994,06ea5b68-07e7-47d7-972d-e9789191a9d7,P,6,True,True,379120.28407997976
24101,06eb015d-6f71-475d-a36e-849f9ab382ee,P,5,True,True,163948.47069869336
35158,0734f6a9-81ab-4476-9760-dbb8b17a0ff8,P,0,True,True,356510.4103952355
38736,073cf7a6-1a42-491a-9853-d840a7c9924c,J,10,True,True,2477443.4285714286
22295,074684d3-d7d8-4af9-b133-99c4f6c018b9,P,6,True,True,181480.2899484236
11046,0758d7ba-3d9f-4f41-b565-911fdd7915bc,J,12,False,True,10440918.898437766
23232,076e8d71-d30f-4c90-abc2-9003cb3d3cd5,P,2,True,True,32981.06053076951
17517,0787be3f-88cf-42c9-ae84-92e257e98d93,P,5,True,True,122372.40069036937
13995,078f06dd-b1dc-4e5a-9a55-b6ab55e4a152,P,3,True,True,338449.5041142064
17789,07a2346c-6120-4ceb-a0cf-e0455c4d1876,P,7,True,True,1222039.4676362146
26895,07a641a8-3dd4-4f8d-933c-ba2d74387823,P,4,True,True,2082234.1983967936
17378,07aa5473-20af-4097-ab0e-a594b35155d6,J,11,True,True,7030137.383189393
23958,07c22220-4dea-439f-9f08-29a5d53948f8,J,11,True,True,3298438.1760436874
19737,081920eb-77e0-4966-b3eb-b12ab9bb7435,P,7,True,True,245928.52241283897
115845,08419382-7e79-497b-9813-9235293a3444,P,7,True,True,-442034.9041560645
10885,0841eece-32a5-49ab-99b1-677aafde48c9,J,12,True,True,11468075.67589208
19654,084207a3-7ba7-4fb8-95a6-12c815e9d291,P,3,True,True,154879.17829332905
9392,084e9149-7a06-4232-a414-45fe173d444a,P,1,True,True,603355.0594072334
17612,08855eb1-8b4c-45e0-8fc3-2342e095d4b5,J,10,True,True,9392170.12761394
13091,089a4ec1-5106-4435-8f90-b6faf2d656dc,P,5,True,True,460359.6972197309
9536,08d7a417-23e0-402c-ac47-581247faecf4,P,7,True,True,777355.3463544826
10047,08eb6f9c-6472-4000-9a8e-06e2f7fdb9c4,P,1,True,True,742024.2993529704
13797,08f00798-7581-44d6-9b98-d6c39dadf975,P,3,True,True,421320.9078838826
8601,09061923-72b7-4c3e-8efe-12113d08585b,P,0,True,True,481854.9568552253
11171,093873d2-779f-40ca-846f-1eebc8a73dd8,P,4,True,True,328495.10543560446
18728,094bbbde-6e82-4486-b236-d1d78fc9707d,P,4,True,True,290922.4940339435
16476,0951c159-4f3c-4b5a-b6f4-a8b18b5e9f8a,P,3,True,True,393213.7970281378
17881,095215c7-0e81-4d98-af84-5952991998bf,P,4,True,True,225770.0997780788
19907,0957bf02-9800-4a29-8b02-13cd6363d8c7,P,7,True,True,468157.7754293263
16597,09721df9-a20f-4010-bf0f-0a21d613203c,P,3,True,True,115695.81473366077
12005,097bc3f4-0a7e-4713-a029-6e80f24e8115,P,1,True,True,262096.52602739725
18504,09bfe53d-776a-4176-9358-b87b08ff7e51,J,12,True,True,9435149.933083676
16807,09c32116-17b7-4cd3-991c-869c77086b21,P,0,True,True,165991.98483699773
9342,0a23acac-896a-4398-bebb-40feb907162f,P,5,True,True,77910.23395189004
211308,0a34fe33-6172-4cd5-84f5-dc1c5c852ffb,J,10,True,True,0.0
19041,0a438404-3bcb-4999-805b-050451f6cf66,P,2,True,True,148874.65956029313
23659,0a7e3f60-1c5a-4139-89d2-6c6c21beeb35,P,4,True,True,251108.70583307152
21472,0a8f5a3f-e8f5-48b5-a32f-e33bd86c567f,P,0,True,True,496935.454788527
14902,0ad2a5d2-410b-4c96-b01a-027de1ceda75,P,2,True,True,588201.3443083718
14392,0ad8bb23-1390-47ea-8c21-4b9ac3f9db2c,P,1,True,True,113052.71028037384
4323,0adf5c01-6b89-4f85-a932-a8dc16e722e7,P,7,True,True,223208.8101023018
233173,0b3f0e1d-5a06-4b41-8c70-67efe2f9e0a2,P,2,True,True,-323881.798195242
18602,0b608627-c24f-4c8a-97ae-2243efd2be5c,P,3,True,True,212046.38147947183
36015,0b83e264-9bfc-4ce8-9759-e8aa0333e2f2,P,7,True,True,30325.745215110765
28553,0bb610ce-c32e-4c36-a937-8a7511c7356c,P,4,True,True,70757.02755026061
5979,0bcaa257-483c-4e83-b87a-d0c41d9119c5,P,3,True,True,384413.6102893891
23854,0c1120c0-7af8-4adf-9bbe-dfe14f77c489,P,6,True,True,294073.51599787874
10028,0c351768-a098-4dd2-9042-408dea0b5ec1,P,4,True,True,295200.8859326128
26939,0c3f2dc3-430f-43e8-a756-d7dec52b15ad,P,1,True,True,458183.7569137168
14183,0c525146-c147-4da2-8f6b-552b7e9f6ea1,P,1,True,True,279454.2673547528
19810,0c69641d-dba3-4931-8a38-da5fe808e5d2,P,4,True,True,196696.29565144604
11187,0c7abb9e-ae5e-4509-ac4f-9e90e326960e,P,1,True,True,128240.11739089274
15044,0c7e749e-e060-4ccc-8ef1-f75fcb35f996,P,0,True,True,11517.187636447205
13824,0c96798a-dd82-4f39-b8af-9332c236c658,P,2,True,True,227602.93506943583
24848,0d096354-499f-415d-a47f-94a39a5a8986,J,10,True,True,7025991.475237037
14236,0d26ddf8-7f34-4294-bc8a-6e6901e2d734,P,4,True,True,417970.11314484006
23920,0d326b84-5754-433d-9fa2-d22b9015f0b6,P,7,True,True,734893.2484809721
13277,0d73d31e-c7cd-47cc-b5c7-02ecf0073f79,P,1,True,True,141174.24243603463
33898,0d88a083-118f-4820-8695-1b7f64c79017,P,4,True,True,586582.4472131147
12991,0d9a730f-8ec3-4c9d-820d-0aec82ec5863,P,1,True,True,342419.769205599
16696,0da65f03-ac25-4dc3-98e7-6f248f2a4bff,J,11,True,True,6622618.995863183
20707,0daedc8e-9370-41e5-94e9-60c5d2da809f,P,1,True,True,550404.7576670657
22131,0dc776cc-e97e-4c7d-89ec-2d11fdb8d663,P,4,True,True,1002093.5684587812
18595,0dd04196-b318-499f-a2db-c934cc367bf8,P,1,True,True,114182.97289668898
26959,0e241eba-d004-4752-a4cb-a17ef81f63ef,P,3,True,True,143866.26871811098
10022,0e2d5fb5-bf82-439b-ad78-e4005d0f5623,P,5,True,True,614486.6021390375
21692,0e3149db-ce0d-45e5-a588-e4fdb5e2e30e,P,6,True,True,81106.64638003249
17813,0e378f12-85c9-4adc-a0d3-49bd8279a283,P,1,True,True,357341.5705159705
4929,0e67daf0-ca05-418c-847f-2c4c03840b55,J,10,True,True,8990220.10733141
4795,0e839e79-2aaf-4ee0-8bf8-b2ade89bb4cd,P,3,True,True,568940.0714051557
16474,0eaa3beb-1612-43bf-a271-b2c06f6f91a7,P,5,True,True,393852.257911968
22428,0ec6b9ab-85f0-4e69-bdf2-a7fa90936d35,P,2,True,True,462825.7879124205
23453,0ee11e4f-c7f4-4f93-bc34-c07d7d18a32e,P,5,True,True,122235.93851520769
9757,0f3026b0-83af-42da-8a0e-8f1847294e38,J,10,True,True,2009149.461375633
20007,0f3239bc-0caf-4372-8b6f-0e6e1411e005,P,7,True,True,195167.06228232413
25565,0f460ae1-a652-4743-a813-a61fe549dffb,P,7,True,True,21840.445917445013
263233,0f9de5ba-c0bb-4c1e-9688-2d49b445d78f,J,10,True,True,3774077.255087553
15523,0fabf715-e58c-429d-a953-e29375b2a062,P,2,True,True,131567.8394354792
24255,0fc36308-15d2-4cba-9698-149def2dd691,P,3,True,True,158300.69304745388
22261,0fd1e383-418c-4174-8df4-d60ca3005373,P,6,True,True,24160.840100250625
16759,0fe1036b-44dc-4025-804c-aec6ad1cfc55,J,12,True,True,7004211.3593361
24747,0ffa897e-1ba3-47e2-b097-33b73f06c397,P,1,True,True,410496.9114764989
126277,101e1014-5d78-48a4-86dd-68cc605b6b0a,J,11,True,True,824598.2222222222
12662,102ca2d3-f57c-4adf-82cb-0f581a817673,P,0,True,True,302581.529138352
22623,1042a207-a582-439d-998d-23c21aa4f91f,P,1,True,True,764307.2402434658
22959,104cf69f-77ca-48ba-8478-073f7227674b,P,3,True,True,395044.54224080587
25607,10869344-6ec1-4220-9c2e-144adaaf29d0,P,3,True,True,145165.57109939464
27627,1098c8ba-b895-48e5-8e82-7137503f6642,P,5,True,True,229637.91504679623
21554,10a09c21-a3cb-47e9-916e-797b3aba0bd0,P,3,True,True,428315.11203897005
25726,10c8d5c3-a0a9-40ae-be2c-a4f7dc2eb5e6,P,2,True,True,134004.1372492672
9737,10d4d684-2d9e-4b87-8919-b471f9fceb13,P,6,True,True,529102.3065432011
21378,10de87e1-a51d-494a-a86a-ad5e75f8e7e0,J,11,True,True,10048357.917077988
33271,10eb5c42-5204-40f2-b3d8-0123d445f8c1,P,2,True,True,606572.1777331263
34045,10f6786c-a1ef-4e41-92ad-61b579e40cc8,P,2,True,True,292835.08084193594
15409,1110bf35-dc25-47f7-a3a1-ef346f35ba47,P,1,True,True,676629.4939267321
16389,112f00f6-fbce-4fda-8668-74bcede4561c,P,5,True,True,200589.57833905367
4275,113b6836-101c-4c6f-9b8f-a162456350e3,P,2,True,True,44313.01690407028
362789,114807b8-1bd9-41db-b401-c0578d2f90d8,J,10,True,True,4354465.859589384
15475,115923fb-4df5-4c95-ba93-8bfc66d8cbd2,P,2,True,True,1362324.704939364
31439,1166e78f-12ff-4504-8afb-68395a88ce0a,P,6,True,True,107442.74930438104
19383,118f8305-1a83-47a5-ab42-aa749dd02f1d,P,2,True,True,288222.9232061838
18433,11a5ed8f-39a5-426a-964a-e53e86cc1ab6,J,11,True,True,9142184.185866408
11499,11d3998d-0873-4b11-80f9-1a4b9e42727c,P,6,True,True,284636.97652287583
24671,11d89f09-001d-4017-bf7d-dcb21567301f,P,7,True,True,865783.7809983897
356605,11ed1c3a-e6a3-4b23-8415-8d61a23f6395,P,4,True,True,-566562.3187772926
18752,1272b14e-37a1-4b13-9efb-cedbdc6af89c,P,3,True,True,740527.6685584564
34237,12b02080-919d-4f75-960d-1d4ec06b80a5,P,5,True,True,538389.6484149856
12848,12b611c7-2df5-4cdf-af9c-45cf7d490dc8,J,12,True,True,9473132.269377382
17983,133514e4-3398-4f91-9ab0-8d78c61a6270,J,12,False,True,5247235.880348733
15256,13802fcc-6c99-434f-8529-43bf29eaa554,P,6,True,True,58472.63989128794
22150,139eaf74-0c6c-431a-9cdf-da52b7273c8a,P,2,True,True,511057.09824254666
25417,13a2de1f-6e1a-46d0-9137-76feae7ba633,P,6,True,True,951288.2658044988
20908,13cadacc-317f-4f29-99ee-bea8cad7419d,P,3,True,True,371840.8644460748
23206,13dd2583-8f0e-43a7-bb4b-05444cd0518c,P,3,True,True,68997.10839109276
23672,13fd8653-6225-4b03-8608-2960a84101fe,P,4,True,True,141923.05973025048
18279,14055ae5-4e91-4240-9d10-0dc31cb54210,P,0,True,True,612295.0038813071
14102,1409a7ec-e0a3-4656-901e-399917bb9f5e,P,5,True,True,764475.9746545538
21838,141c47f0-ec64-42cc-a3fe-fc18c24342fd,P,1,True,True,608889.8596946034
22595,145a1704-a481-4dc7-9450-68ab5e974923,P,1,True,True,188485.59249971065
13954,146d7ac8-faf7-4df3-906a-2ad47aa29294,P,2,True,True,460869.1541243729
18343,148d4bbd-ee60-4820-b8e1-5f2d08c9962e,P,4,True,True,16445.029937801013
18639,14967eba-7fa6-41fc-9e3f-cb99a921fa3a,P,5,True,True,343983.1339117314
15445,14a3fdc6-be69-47a9-a63c-f225ab70a94b,P,5,True,True,91222.39726646902
13146,14fd70a9-0b94-4119-8c40-176141244055,P,3,True,True,206804.4794353197
13415,1502ade4-08c2-469d-ae4a-ec4734e0e8e1,P,1,True,True,284113.93255455146
13942,152c3c45-f5f6-4c05-8f0d-b07d087d3976,P,0,True,True,59209.6842759478
6073,155b6018-672b-4004-87d8-0a72fdc76079,P,1,True,True,528594.2717404622
13633,1571e5bf-02cd-4831-abf2-17cb4f89b183,P,1,True,True,110356.73514172508
25198,157acd8e-a1cf-44b6-86e5-1dc755572e6a,P,0,True,True,75877.92166006062
16389,157de842-e359-480d-ba48-a423360d1e07,P,7,True,True,780267.4247891534
8422,15843f96-1e8f-4a1b-9e24-f04464b1be14,J,10,True,True,8260459.343015325
23501,15d22693-3a8c-4091-9f0d-aebf8507e005,P,2,True,True,77773.54197850048
13459,15d777e6-c919-4978-a39e-a4ab77b88125,P,3,True,True,28169.2992423099
11924,1602e519-7a46-4150-a943-2bfed7b62085,P,6,True,True,443850.19869323296
23178,1608949f-faf4-4d2d-ba26-2c9e4d870f31,J,12,True,True,6687274.387832699
17647,160bf743-8631-4b0a-a338-ccf16ad58761,P,4,True,True,215156.98756554307
14353,16414f13-02bd-4d5d-9513-bb36c2ebf9be,P,2,True,True,751093.5677969593
34228,167a80e9-3f78-4755-afe5-e8695cea0524,P,2,True,True,793240.6034011807
15733,16812737-4a7a-4e31-8569-d07285f09f92,P,5,True,True,51321.702622280085
21867,1681e7f7-d930-40bb-af2d-1158c87f05ba,J,11,True,True,5395246.54133402
14627,169bcd55-6a8e-44af-9b93-db29e1d88ffb,P,5,True,True,151198.92994040909
33753,16dc7166-4e19-41fe-8eb2-b1a36becbcb1,P,4,True,True,531932.8877172427
27837,16e105f5-307f-42c0-a758-937c41f41b18,P,1,True,True,497550.4129930394
29644,16f0226d-3bf8-4665-9a9a-78e0081f64a2,P,3,True,True,53871.500509873
4746,17109236-eda1-4cd5-a7cf-dc1922fa432a,J,10,True,True,4451419.158908507
19809,1714beb4-f9aa-43e8-99b9-a9bdc85ced6f,J,12,True,True,4860961.547854028
14254,176992e0-1a0c-48f1-8ff4-27ae836dfed5,J,11,True,True,12284633.238297872
102077,17827d10-a84e-4f95-98e3-80ca10452fa1,J,12,True,True,10703147.52
7544,17aaf26c-b973-4bc0-ac9d-da3a56325436,P,2,True,True,533506.8811170894
57446,17f23b87-af48-42a8-b099-e94d753f9689,J,10,True,True,0.0
18420,17f8e167-5214-480e-96be-f60ce07d9cf1,P,0,True,True,1030573.7674948388
13476,181a11a4-fa5a-4434-b73d-8024e227c59f,P,0,True,True,292769.0647737356
22118,18201058-0c5b-4719-a049-570dee8eaa34,P,6,True,True,609110.7981601536
12125,1835cd98-5760-4080-ab18-b315608b09d7,J,10,True,True,1731612.7541922291
43869,185101d9-1d24-4aa9-a18c-72e96d41da48,J,11,True,True,1203474.9473684211
11954,1870706f-d918-4469-a1a4-eac01b12e090,P,7,True,True,142029.1406469761
23512,18c456ec-8d4a-4982-a58e-eac31b6167ec,P,3,True,True,4059.25782282944
18388,1900de83-c31c-411e-903f-39318fa51a0a,P,3,True,True,368453.2573341303
26229,1902e2d4-77ee-47ca-9d8a-641a030b18da,P,4,True,True,16462.08959806986
22738,190e4da8-426e-417b-8068-025de4b55975,J,10,True,True,15527101.302025072
15649,1910d91d-ec34-4515-a241-9f371f9b1757,P,0,True,True,457403.8773418819
25262,1935b62b-b5ec-4d06-9d42-cc8189990edc,P,7,True,True,120152.20921406212
16649,193b2158-fd70-4474-910f-1042ade761b5,P,5,True,True,247283.74079110744
9348,194580d1-1bb0-4132-84ec-18454ffabca2,P,0,True,True,79448.52457016507
9767,19486ed9-5db0-4970-960b-edfdb2260fc1,P,6,True,True,158106.16004310927
22212,1956826b-d157-4260-843d-ff77e6b1617f,P,4,True,True,139503.29278183292
24590,195b8422-ce0d-4c24-a927-7ba75538475e,P,1,True,True,1055940.2048976694
78935,19b44d4b-16b7-49d1-84a9-e4ce801724f3,P,5,True,True,30114.4
7732,19d61720-6efb-4400-9e4c-b4c52a5a4fa8,P,0,True,True,127808.37085439528
19880,19f11002-41ed-4575-a976-57ea0fd4efb1,P,1,True,True,132272.30011198207
14934,19f82db2-de5f-4c4e-b6e4-f9c9a8c4e65f,P,4,True,True,18935.91581212386
23069,1a0b9cff-bb93-43fc-ac86-c0e166bef7b1,P,4,True,True,420238.1277584204
369869,1a284616-d04e-4af0-8efe-4bd468c16ed6,P,4,True,True,0.0
11957,1a325256-e5ad-45ec-810c-6105fc59c531,P,5,True,True,102726.90429042904
13295,1a92137c-9d5b-486f-bd71-17e9b31c3b97,P,7,True,True,317960.20010967227
9064,1a9c4396-c58c-4665-ad8f-be25acbf7ca4,P,4,True,True,156205.42263989747
22594,1a9c7f28-1aa7-4adc-8938-ce7a7f4a26c1,P,4,True,True,276114.6310689763
18823,1aa026fa-61c1-4abe-80e0-ad66fa6a8ed6,P,6,True,True,392554.6143094842
30116,1aa1bf5f-2fc4-4166-8a82-86b307b59810,P,2,True,True,288215.7957746479
19757,1aa778e3-5f63-4db6-8720-ecf8e3784842,P,5,True,True,301040.241054614
19974,1ab073b9-befc-4103-afc9-e1a4529945af,P,1,True,True,648197.028676022
34673,1ac8333e-6a14-4b2b-bb14-395235f52cf3,P,1,True,True,134670.64928891178
23160,1acb3944-bdd8-4638-855b-db53a014bf48,P,7,True,True,1108436.4927795727
9103,1b115ff9-c37e-464a-b26a-d6cd824b6649,P,6,True,True,124923.01874822997
19441,1b1a6416-e882-452e-9a90-cf1876d8192e,P,6,True,True,186588.5501342176
23665,1b223539-620c-428f-85e5-38ebdfb7848f,P,6,True,True,124310.73427548316
17840,1b22db40-f83b-4700-b009-b5ba9b24909c,P,4,True,True,300422.0833958129
25039,1b2f3a46-3a9d-48ef-85d9-2971fe463605,P,4,True,True,961821.4388369678
25922,1b91aa8b-7e49-4abd-a160-5d204baa7fd7,P,3,True,True,386256.4453280318
16443,1beadea3-e144-4ecb-abad-acfa00b0fc6d,J,11,True,True,5830480.418078518
17456,1c15d519-4296-4140-9fcf-3281237e2e91,J,12,True,True,7495070.129375951
17348,1c59dc4f-5c45-4c51-a4a1-3c65b5467253,P,6,True,True,408529.77071364736
18109,1c691f04-09e7-4fdf-bf26-4ad8133699dc,P,1,True,True,106606.16857440166
17946,1c6d4a80-5532-4dde-a4ec-f0934bf996d1,J,11,True,True,9917736.615555452
18136,1c85ad12-b5ee-4c12-9a47-720acaf9a7db,P,7,True,True,135608.49087396558
20904,1c8c5f05-8df8-477d-8b19-716e0834448c,P,3,True,True,246428.8540360752
23629,1cefb482-e8a8-4959-8b09-e195a476c758,P,4,True,True,277501.28155339806
21464,1d1c7933-e362-4215-8466-4cffbea43fcb,P,5,True,True,641594.866371015
26368,1d336b75-d17a-4e93-870e-c7ab8214470f,P,1,True,True,460323.5009041592
24177,1d3c11e5-57e0-4541-aaa9-2454df51dcc4,J,10,True,True,6703538.687383282
10814,1d68e9a6-9c22-40ad-a5a4-6006e308d2b1,P,0,True,True,447030.9629005059
23526,1d69d6b6-6e6a-4508-bc01-fff1cf9fe019,P,6,True,True,138867.91577805893
22367,1d7ee2ba-5f91-4690-beed-e02d3de7d16c,P,7,True,True,727184.7110473972
9975,1dbac864-435c-4fa7-b2bb-3f46b5fb766b,P,0,True,True,131944.61116127868
24368,1def60aa-f725-44c4-b759-eeb57d2ab72d,P,0,True,True,248569.20291970804
15506,1df2daef-9229-49f1-bb43-b3bbdb9c0c94,J,11,True,True,8225739.826658451
13858,1e0eca97-6e19-400c-82c2-08356ee02a07,P,1,True,True,118891.284237284
15441,1e29ba2f-8ffd-4479-a853-97fd671ad233,P,6,True,True,482375.6991335809
19450,1e3c2d78-62f0-4b16-82e6-caa042cd7b27,P,7,True,True,781608.439178515
17475,1e3fa5a1-bfe5-4bca-a2a0-777e1afc4b8f,P,3,True,True,226005.39659239844
19471,1e422d96-4cbf-4561-88b1-990c755c21d8,P,2,True,True,261886.5310291585
15951,1e52dcab-f401-40fa-9ce8-4571c7f07f65,J,10,True,True,11211941.358008455
23746,1e7a9034-9280-4cf2-9302-8c63d3a73c2e,J,12,True,True,5845221.313510019
32979,1f1a0741-2c73-4846-b928-c226a5a7e189,P,3,True,True,569817.0497475174
21756,1f1b8b69-12fe-44ae-9fcb-7dc6c97f67ac,P,0,True,True,470193.41618077626
17593,1f32d3a8-38b6-4354-adaa-ed444739f12a,P,2,True,True,489607.6972949764
9797,1f6354f5-d7c0-4f3a-84bd-30b1629e10f3,P,5,True,True,873219.2629033953
17777,1f6b4268-915d-4826-90b7-4180c1361be0,J,10,True,True,8339092.861759425
20013,1f715590-9e1e-45ee-a6fc-0ebaa215e7b6,P,4,True,True,208833.66509109264
3867,1f7d68e4-cae0-4587-b0d1-4c7a4dcacf2d,J,11,True,True,5118021.649865513
7253,1f8574d0-0fd3-4da3-8da8-41f1b6c0e3ec,P,3,True,True,363227.7165301688
22080,1f9ae9fc-2b27-4878-a32b-14a8f040c0b1,P,0,True,True,183329.69805742148
25278,1ff41457-04b8-41c8-a1b7-20cb850a0137,P,2,True,True,553611.1929533414
18413,20768e54-d389-4d3f-b055-411735936373,P,3,True,True,858211.3035663065
12138,2077d9c8-63ed-4a47-b787-0903697deff5,P,1,True,True,608000.195331256
5999,208ce680-0e6f-48c1-8377-c6095a2fbc62,P,6,True,True,158160.19364079062
12138,20df50fc-87f4-434c-80fe-f30416942868,P,3,True,True,261934.399801094
17579,214999a8-89eb-4d4a-b3e8-31ef39151f71,P,1,True,True,343149.57692307694
212222,2171ab89-4743-47d4-a03a-a81bfe39c6e3,P,2,True,True,0.0
13538,2177244e-ba36-48f8-8cc4-ad134897b181,P,0,True,True,806298.1905736092
26307,21783a50-6285-4ee5-ba26-a75074fe8abb,P,3,True,True,682627.1870218029
21307,2181762d-38c7-40d7-bd8d-3e5a6cff50f4,P,1,True,True,596697.6676795138
11685,2192e1ad-569f-470c-8584-e331bdd4a3ce,P,0,True,True,131203.78962342435
16342,219678b9-af26-4bb0-a5ed-f37f8b4330f5,P,2,True,True,68960.21298928493
17090,21d95505-2cd3-4480-acdf-f911116cb5ee,P,6,True,True,397395.3478177902
17532,21ef8a27-722a-4110-bbcc-3bbb013c73f8,J,12,True,True,10970182.064274604
23920,2234e33b-0a15-4e3e-8886-b0cb3f6f30e9,P,1,True,True,471628.90508862206
14384,2246cdab-4292-4813-b609-094b8fe52f07,P,6,True,True,626692.854727133
17651,225b30ab-19ec-455e-a85d-47952e038f28,P,3,True,True,274397.96216826653
9407,226be877-8853-4d86-a57e-95d310c768fd,P,0,True,True,928547.1241473396
20817,229b1f9b-2ddf-4557-a41f-9012efa10739,J,11,True,True,10261896.110233575
25145,22ba23c8-6254-4064-986d-21222fd4aa52,J,11,True,True,6704594.448405317
13420,22ec44c8-1ce2-453d-b026-43cfdf990404,P,1,True,True,107036.34719980133
20699,22f15fe5-0be2-430e-b1cf-08729e28ed16,J,10,True,True,6425583.127155581
12273,2329c6fb-53f8-425b-8cb2-e1788e0d4603,P,0,True,True,246953.16293279023
10674,2329da55-0706-4442-8e85-4cfe22c1bd0f,P,4,True,True,1286974.822069866
27707,236e32c3-a9a8-4cb0-b1ff-086915ab15f9,P,3,True,True,113860.6534743308
25484,239a5dd8-e1e8-4d7c-8d6a-8ef7d29b4369,P,4,True,True,425419.8127812781
